
+===============================================================================================+
|   ____    _    _____ _____   ___ _   _    ____    ___     _______         ____    ___   ___   |
|  / ___|  / \  |  ___| ____| |_ _| \ | |  / ___|  / \ \   / / ____| __   _|___ \  / _ \ / _ \  |
|  \___ \ / _ \ | |_  |  _|    | ||  \| | | |     / _ \ \ / /|  _|   \ \ / / __) || | | | | | | |
|   ___) / ___ \|  _| | |___   | || |\  | | |___ / ___ \ V / | |___   \ V / / __/ | |_| | |_| | |
|  |____/_/   \_\_|   |_____| |___|_| \_|  \____/_/   \_\_/  |_____|   \_/ |_____(_)___(_)___/  |
|                                                                                               |
+===============================================================================================+
|                                                                                               |
| Mesh info:                                                                                    |
+---------------+------------+------------------------------------------+-----------------------+
| # of elements | # of nodes | Location                                 |                       |
+---------------+------------+------------------------------------------+-----------------------+
| 32839         | 7474       | ../../../../grids/cavern_regular_1200_3D |                       |
+---------------+------------+------------------------------------------+-----------------------+
|                                                                                               |
| Partition(s) info:                                                                            |
+-------------+---------------+------------+----------------------------------------------------+
| Partition # | # of elements | # of nodes |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|      1      |     32839     |    7474    |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|                                                                                               |
| Solver info:                                                                                  |
+----------+---------+----------+--------+------------------------------------------------------+
| KSP_type | PC_type |   rtol   | max_it |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|    cg    |   asm   | 1.0e-10  |  100   |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|                                                                                               |
| Constitutive model:                                                                           |
+---------------+--------------------------------------------------+----------------------------+
| Element type  | List of elements                                 |                            |
+---------------+--------------------------------------------------+----------------------------+
| elastic       | spring                                           |                            |
| non-elastic   | kelvin, creep_dislocation, creep_pressure, desai |                            |
| thermoelastic |                                                  |                            |
+---------------+--------------------------------------------------+----------------------------+
|                                                                                               |
| Output info:                                                                                  |
+--------------------+------------------+-------------------------+-----------------------------+
| Location           | Field name       | Label name              |                             |
+--------------------+------------------+-------------------------+-----------------------------+
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | u                | Displacement (m)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | eps_tot          | Total strain (-)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | eps_vp           | Viscoplastic strain (-)|
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | alpha            | Hardening parameter (-)|
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | Fvp              | Yield function (-)     |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | p_elems          | Mean stress (Pa)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | q_elems          | Von Mises stress (Pa)  |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | sig              | Stress (Pa)            |
+--------------------+------------------+-------------------------+-----------------------------+
|                                                                                               |
+--------------+-----------+--------------------+------------+------------------+---------------+
| Step counter | dt (hour) | t / t_final (hour) | # of iters | Non-linear error |               |
|     2951     |   1.000   | 5344.000 / 9480.0  |     3      |    2.7287e-09    |               |
|     2952     |   1.000   | 5345.000 / 9480.0  |     3      |    2.7135e-09    |               |
|     2953     |   1.000   | 5346.000 / 9480.0  |     3      |    2.4863e-09    |               |
|     2954     |   2.000   | 5348.000 / 9480.0  |     3      |    9.4873e-09    |               |
|     2955     |   2.000   | 5350.000 / 9480.0  |     3      |    8.2968e-09    |               |
|     2956     |   2.000   | 5352.000 / 9480.0  |     3      |    7.8641e-09    |               |
|     2957     |   2.000   | 5354.000 / 9480.0  |     3      |    7.0096e-09    |               |
|     2958     |   2.000   | 5356.000 / 9480.0  |     3      |    6.5794e-09    |               |
|     2959     |   2.000   | 5358.000 / 9480.0  |     3      |    5.9547e-09    |               |
|     2960     |   2.000   | 5360.000 / 9480.0  |     3      |    5.5538e-09    |               |
|     2961     |   2.000   | 5362.000 / 9480.0  |     3      |    5.0893e-09    |               |
|     2962     |   2.000   | 5364.000 / 9480.0  |     3      |    4.7283e-09    |               |
|     2963     |   2.000   | 5366.000 / 9480.0  |     3      |    4.3778e-09    |               |
|     2964     |   2.000   | 5368.000 / 9480.0  |     3      |    4.0593e-09    |               |
|     2965     |   2.000   | 5370.000 / 9480.0  |     3      |    3.7914e-09    |               |
|     2966     |   2.000   | 5372.000 / 9480.0  |     3      |    3.5134e-09    |               |
|     2967     |   2.000   | 5374.000 / 9480.0  |     3      |    3.3394e-09    |               |
|     2968     |   2.000   | 5376.000 / 9480.0  |     3      |    3.0654e-09    |               |
|     2969     |   2.000   | 5378.000 / 9480.0  |     3      |    2.9398e-09    |               |
|     2970     |   2.000   | 5380.000 / 9480.0  |     3      |    2.6955e-09    |               |
|     2971     |   2.000   | 5382.000 / 9480.0  |     3      |    2.5681e-09    |               |
|     2972     |   2.000   | 5384.000 / 9480.0  |     3      |    2.3885e-09    |               |
|     2973     |   2.000   | 5386.000 / 9480.0  |     3      |    2.2877e-09    |               |
|     2974     |   2.000   | 5388.000 / 9480.0  |     3      |    2.1325e-09    |               |
|     2975     |   2.000   | 5390.000 / 9480.0  |     3      |    2.0523e-09    |               |
|     2976     |   2.000   | 5392.000 / 9480.0  |     3      |    1.9178e-09    |               |
|     2977     |   2.000   | 5394.000 / 9480.0  |     3      |    1.8538e-09    |               |
|     2978     |   2.000   | 5396.000 / 9480.0  |     3      |    1.7370e-09    |               |
|     2979     |   2.000   | 5398.000 / 9480.0  |     3      |    1.6859e-09    |               |
|     2980     |   2.000   | 5400.000 / 9480.0  |     3      |    1.5841e-09    |               |
|     2981     |   2.000   | 5402.000 / 9480.0  |     3      |    1.5432e-09    |               |
|     2982     |   2.000   | 5404.000 / 9480.0  |     3      |    1.4541e-09    |               |
|     2983     |   2.000   | 5406.000 / 9480.0  |     3      |    1.4215e-09    |               |
|     2984     |   2.000   | 5408.000 / 9480.0  |     3      |    1.3432e-09    |               |
|     2985     |   2.000   | 5410.000 / 9480.0  |     3      |    1.3172e-09    |               |
|     2986     |   2.000   | 5412.000 / 9480.0  |     3      |    1.2481e-09    |               |
|     2987     |   2.000   | 5414.000 / 9480.0  |     3      |    1.2275e-09    |               |
|     2988     |   2.000   | 5416.000 / 9480.0  |     3      |    1.1663e-09    |               |
|     2989     |   2.000   | 5418.000 / 9480.0  |     3      |    1.1501e-09    |               |
|     2990     |   2.000   | 5420.000 / 9480.0  |     3      |    1.0957e-09    |               |
|     2991     |   2.000   | 5422.000 / 9480.0  |     3      |    1.1579e-09    |               |
|     2992     |   2.000   | 5424.000 / 9480.0  |     3      |    1.0345e-09    |               |
|     2993     |   2.000   | 5426.000 / 9480.0  |     3      |    1.1039e-09    |               |
|     2994     |   2.000   | 5428.000 / 9480.0  |     3      |    9.8128e-10    |               |
|     2995     |   2.000   | 5430.000 / 9480.0  |     3      |    1.0576e-09    |               |
|     2996     |   2.000   | 5432.000 / 9480.0  |     3      |    9.3483e-10    |               |
|     2997     |   2.000   | 5434.000 / 9480.0  |     3      |    1.0178e-09    |               |
|     2998     |   2.000   | 5436.000 / 9480.0  |     3      |    8.9417e-10    |               |
|     2999     |   2.000   | 5438.000 / 9480.0  |     3      |    9.8352e-10    |               |
|     3000     |   2.000   | 5440.000 / 9480.0  |     3      |    9.5180e-10    |               |
|     3001     |   2.000   | 5442.000 / 9480.0  |     3      |    8.5698e-10    |               |
|     3002     |   2.000   | 5444.000 / 9480.0  |     3      |    9.2492e-10    |               |
|     3003     |   2.000   | 5446.000 / 9480.0  |     3      |    8.2666e-10    |               |
|     3004     |   2.000   | 5448.000 / 9480.0  |     3      |    9.0169e-10    |               |
|     3005     |   2.000   | 5450.000 / 9480.0  |     3      |    7.9987e-10    |               |
|     3006     |   2.000   | 5452.000 / 9480.0  |     3      |    7.7521e-10    |               |
|     3007     |   2.000   | 5454.000 / 9480.0  |     3      |    7.7616e-10    |               |
|     3008     |   2.000   | 5456.000 / 9480.0  |     3      |    7.5337e-10    |               |
|     3009     |   2.000   | 5458.000 / 9480.0  |     3      |    7.5513e-10    |               |
|     3010     |   2.000   | 5460.000 / 9480.0  |     3      |    7.3395e-10    |               |
|     3011     |   2.000   | 5462.000 / 9480.0  |     3      |    7.3642e-10    |               |
|     3012     |   2.000   | 5464.000 / 9480.0  |     3      |    7.1664e-10    |               |
|     3013     |   2.000   | 5466.000 / 9480.0  |     3      |    7.1970e-10    |               |
|     3014     |   2.000   | 5468.000 / 9480.0  |     3      |    7.0117e-10    |               |
|     3015     |   2.000   | 5470.000 / 9480.0  |     3      |    7.0479e-10    |               |
|     3016     |   2.000   | 5472.000 / 9480.0  |     3      |    6.8732e-10    |               |
|     3017     |   2.000   | 5474.000 / 9480.0  |     3      |    6.9147e-10    |               |
|     3018     |   2.000   | 5476.000 / 9480.0  |     3      |    6.7492e-10    |               |
|     3019     |   2.000   | 5478.000 / 9480.0  |     3      |    6.7951e-10    |               |
|     3020     |   2.000   | 5480.000 / 9480.0  |     3      |    6.6379e-10    |               |
|     3021     |   2.000   | 5482.000 / 9480.0  |     3      |    6.6877e-10    |               |
|     3022     |   2.000   | 5484.000 / 9480.0  |     3      |    6.5379e-10    |               |
|     3023     |   2.000   | 5486.000 / 9480.0  |     3      |    6.5910e-10    |               |
|     3024     |   2.000   | 5488.000 / 9480.0  |     3      |    6.4477e-10    |               |
|     3025     |   2.000   | 5490.000 / 9480.0  |     3      |    6.5042e-10    |               |
|     3026     |   2.000   | 5492.000 / 9480.0  |     3      |    6.3664e-10    |               |
|     3027     |   2.000   | 5494.000 / 9480.0  |     3      |    6.4262e-10    |               |
|     3028     |   2.000   | 5496.000 / 9480.0  |     3      |    6.2930e-10    |               |
|     3029     |   2.000   | 5498.000 / 9480.0  |     3      |    6.3563e-10    |               |
|     3030     |   2.000   | 5500.000 / 9480.0  |     3      |    6.2268e-10    |               |
|     3031     |   2.000   | 5502.000 / 9480.0  |     3      |    6.2936e-10    |               |
|     3032     |   2.000   | 5504.000 / 9480.0  |     3      |    6.1669e-10    |               |
|     3033     |   2.000   | 5506.000 / 9480.0  |     3      |    6.2373e-10    |               |
|     3034     |   2.000   | 5508.000 / 9480.0  |     3      |    6.1125e-10    |               |
|     3035     |   2.000   | 5510.000 / 9480.0  |     3      |    6.1866e-10    |               |
|     3036     |   2.000   | 5512.000 / 9480.0  |     3      |    6.0632e-10    |               |
|     3037     |   2.000   | 5514.000 / 9480.0  |     3      |    6.1410e-10    |               |
|     3038     |   2.000   | 5516.000 / 9480.0  |     3      |    6.0185e-10    |               |
|     3039     |   2.000   | 5518.000 / 9480.0  |     3      |    6.1000e-10    |               |
|     3040     |   2.000   | 5520.000 / 9480.0  |     3      |    5.9780e-10    |               |
|     3041     |   2.000   | 5522.000 / 9480.0  |     3      |    6.0632e-10    |               |
|     3042     |   2.000   | 5524.000 / 9480.0  |     3      |    5.9412e-10    |               |
|     3043     |   2.000   | 5526.000 / 9480.0  |     3      |    6.0301e-10    |               |
|     3044     |   2.000   | 5528.000 / 9480.0  |     3      |    5.9077e-10    |               |
|     3045     |   2.000   | 5530.000 / 9480.0  |     3      |    6.0004e-10    |               |
|     3046     |   2.000   | 5532.000 / 9480.0  |     3      |    5.8772e-10    |               |
|     3047     |   2.000   | 5534.000 / 9480.0  |     3      |    5.9736e-10    |               |
|     3048     |   2.000   | 5536.000 / 9480.0  |     3      |    5.8495e-10    |               |
|     3049     |   2.000   | 5538.000 / 9480.0  |     3      |    5.9495e-10    |               |
|     3050     |   2.000   | 5540.000 / 9480.0  |     3      |    5.8244e-10    |               |
|     3051     |   2.000   | 5542.000 / 9480.0  |     3      |    5.9277e-10    |               |
|     3052     |   2.000   | 5544.000 / 9480.0  |     3      |    5.8014e-10    |               |
|     3053     |   2.000   | 5546.000 / 9480.0  |     3      |    5.9082e-10    |               |
|     3054     |   2.000   | 5548.000 / 9480.0  |     3      |    5.7807e-10    |               |
|     3055     |   2.000   | 5550.000 / 9480.0  |     3      |    5.8908e-10    |               |
|     3056     |   2.000   | 5552.000 / 9480.0  |     3      |    5.7618e-10    |               |
|     3057     |   2.000   | 5554.000 / 9480.0  |     3      |    5.8753e-10    |               |
|     3058     |   2.000   | 5556.000 / 9480.0  |     3      |    5.7446e-10    |               |
|     3059     |   2.000   | 5558.000 / 9480.0  |     3      |    5.8613e-10    |               |
|     3060     |   2.000   | 5560.000 / 9480.0  |     3      |    5.7290e-10    |               |
|     3061     |   2.000   | 5562.000 / 9480.0  |     3      |    5.8488e-10    |               |
|     3062     |   2.000   | 5564.000 / 9480.0  |     3      |    5.7148e-10    |               |
|     3063     |   2.000   | 5566.000 / 9480.0  |     3      |    5.7740e-10    |               |
|     3064     |   2.000   | 5568.000 / 9480.0  |     3      |    5.4890e-10    |               |
|     3065     |   2.000   | 5570.000 / 9480.0  |     3      |    5.5537e-10    |               |
|     3066     |   2.000   | 5572.000 / 9480.0  |     3      |    5.4894e-10    |               |
|     3067     |   2.000   | 5574.000 / 9480.0  |     3      |    5.5539e-10    |               |
|     3068     |   2.000   | 5576.000 / 9480.0  |     3      |    5.4898e-10    |               |
|     3069     |   2.000   | 5578.000 / 9480.0  |     3      |    5.5541e-10    |               |
|     3070     |   2.000   | 5580.000 / 9480.0  |     3      |    5.4903e-10    |               |
|     3071     |   2.000   | 5582.000 / 9480.0  |     3      |    5.5544e-10    |               |
|     3072     |   2.000   | 5584.000 / 9480.0  |     3      |    5.4907e-10    |               |
|     3073     |   2.000   | 5586.000 / 9480.0  |     3      |    5.5547e-10    |               |
|     3074     |   2.000   | 5588.000 / 9480.0  |     3      |    5.4911e-10    |               |
|     3075     |   2.000   | 5590.000 / 9480.0  |     3      |    5.5549e-10    |               |
|     3076     |   2.000   | 5592.000 / 9480.0  |     3      |    5.4916e-10    |               |
|     3077     |   2.000   | 5594.000 / 9480.0  |     3      |    5.5552e-10    |               |
|     3078     |   2.000   | 5596.000 / 9480.0  |     3      |    5.4920e-10    |               |
|     3079     |   2.000   | 5598.000 / 9480.0  |     3      |    5.5554e-10    |               |
|     3080     |   2.000   | 5600.000 / 9480.0  |     3      |    5.4924e-10    |               |
|     3081     |   2.000   | 5602.000 / 9480.0  |     3      |    5.5557e-10    |               |
|     3082     |   2.000   | 5604.000 / 9480.0  |     3      |    5.4929e-10    |               |
|     3083     |   2.000   | 5606.000 / 9480.0  |     3      |    5.5560e-10    |               |
|     3084     |   2.000   | 5608.000 / 9480.0  |     3      |    5.4933e-10    |               |
|     3085     |   2.000   | 5610.000 / 9480.0  |     3      |    5.5562e-10    |               |
|     3086     |   2.000   | 5612.000 / 9480.0  |     3      |    5.4938e-10    |               |
|     3087     |   2.000   | 5614.000 / 9480.0  |     3      |    5.5565e-10    |               |
|     3088     |   2.000   | 5616.000 / 9480.0  |     3      |    5.4942e-10    |               |
|     3089     |   2.000   | 5618.000 / 9480.0  |     3      |    5.5567e-10    |               |
|     3090     |   2.000   | 5620.000 / 9480.0  |     3      |    5.4947e-10    |               |
|     3091     |   2.000   | 5622.000 / 9480.0  |     3      |    5.5570e-10    |               |
|     3092     |   2.000   | 5624.000 / 9480.0  |     3      |    5.4952e-10    |               |
|     3093     |   2.000   | 5626.000 / 9480.0  |     3      |    5.5573e-10    |               |
|     3094     |   2.000   | 5628.000 / 9480.0  |     3      |    5.4956e-10    |               |
|     3095     |   2.000   | 5630.000 / 9480.0  |     3      |    5.5576e-10    |               |
|     3096     |   2.000   | 5632.000 / 9480.0  |     3      |    5.4960e-10    |               |
|     3097     |   2.000   | 5634.000 / 9480.0  |     3      |    5.5578e-10    |               |
|     3098     |   2.000   | 5636.000 / 9480.0  |     3      |    5.4965e-10    |               |
|     3099     |   2.000   | 5638.000 / 9480.0  |     3      |    5.5581e-10    |               |
|     3100     |   2.000   | 5640.000 / 9480.0  |     3      |    5.4969e-10    |               |
|     3101     |   2.000   | 5642.000 / 9480.0  |     3      |    5.5584e-10    |               |
|     3102     |   2.000   | 5644.000 / 9480.0  |     3      |    5.4974e-10    |               |
|     3103     |   2.000   | 5646.000 / 9480.0  |     3      |    5.5586e-10    |               |
|     3104     |   2.000   | 5648.000 / 9480.0  |     3      |    5.4978e-10    |               |
|     3105     |   2.000   | 5650.000 / 9480.0  |     3      |    5.5589e-10    |               |
|     3106     |   2.000   | 5652.000 / 9480.0  |     3      |    5.4983e-10    |               |
|     3107     |   2.000   | 5654.000 / 9480.0  |     3      |    5.5592e-10    |               |
|     3108     |   2.000   | 5656.000 / 9480.0  |     3      |    5.4987e-10    |               |
|     3109     |   2.000   | 5658.000 / 9480.0  |     3      |    5.5595e-10    |               |
|     3110     |   2.000   | 5660.000 / 9480.0  |     3      |    5.4992e-10    |               |
|     3111     |   2.000   | 5662.000 / 9480.0  |     3      |    5.5598e-10    |               |
|     3112     |   2.000   | 5664.000 / 9480.0  |     3      |    5.4996e-10    |               |
|     3113     |   2.000   | 5666.000 / 9480.0  |     3      |    5.5600e-10    |               |
|     3114     |   2.000   | 5668.000 / 9480.0  |     3      |    5.5000e-10    |               |
|     3115     |   2.000   | 5670.000 / 9480.0  |     3      |    5.5604e-10    |               |
|     3116     |   2.000   | 5672.000 / 9480.0  |     3      |    5.5004e-10    |               |
|     3117     |   2.000   | 5674.000 / 9480.0  |     3      |    5.5606e-10    |               |
|     3118     |   2.000   | 5676.000 / 9480.0  |     3      |    5.5009e-10    |               |
|     3119     |   2.000   | 5678.000 / 9480.0  |     3      |    5.5609e-10    |               |
|     3120     |   2.000   | 5680.000 / 9480.0  |     3      |    5.5013e-10    |               |
|     3121     |   2.000   | 5682.000 / 9480.0  |     3      |    5.5612e-10    |               |
